product_id,sell_id,buyer_id,purchase_date,amount,payment_method
58,58,59,8/19/2024,1503.58,paypal
59,59,60,7/28/2023,3299.4,credit_card
60,60,61,2/19/2024,3374.65,credit_card
61,61,62,3/29/2023,2544.35,paypal
62,62,63,7/12/2021,4145.42,paypal
63,63,64,3/29/2024,3866.02,cash
64,64,65,6/2/2020,733.95,cash
65,65,66,9/2/2024,4053.41,credit_card
66,66,67,1/10/2022,1938.19,paypal
67,67,68,3/3/2024,1788.41,paypal
68,68,69,10/11/2020,2393.57,paypal
69,69,70,6/12/2021,840.93,credit_card
70,70,71,12/20/2023,2081.27,cash
71,71,72,3/6/2023,4945.87,credit_card
72,72,73,5/6/2025,1304.85,cash
73,73,74,9/19/2023,1467.71,paypal
74,74,75,4/30/2025,4323.34,cash
75,75,76,5/19/2023,3472.57,paypal
76,76,77,9/3/2024,3897.12,credit_card
77,77,78,10/21/2020,1325.23,credit_card
78,78,79,3/6/2023,2750.36,paypal
79,79,80,8/31/2021,1480.5,credit_card
80,80,81,2/19/2024,4166.57,credit_card
81,81,82,4/5/2021,2571.65,paypal
82,82,83,11/23/2025,888.63,cash
83,83,84,6/13/2025,4338.83,cash
84,84,85,10/25/2024,4332.17,credit_card
85,85,86,6/27/2022,9.9,paypal
86,86,87,7/3/2020,508.02,credit_card
87,87,88,5/12/2025,4244.21,cash
88,88,89,9/20/2024,716.57,paypal
89,89,90,10/15/2022,77.59,credit_card
90,90,91,3/20/2025,843.19,cash
91,91,92,1/27/2022,511.2,cash
92,92,93,10/26/2024,4724.81,paypal
93,93,94,3/2/2022,4924.21,cash
94,94,95,9/24/2021,3007.2,credit_card
95,95,96,11/10/2025,38.16,credit_card
96,96,97,1/4/2025,852.76,credit_card
97,97,98,11/19/2022,3269.0,cash
98,98,99,1/22/2022,352.41,credit_card
99,99,100,3/4/2025,4996.07,cash
100,100,101,1/8/2023,3491.62,paypal
101,101,102,10/2/2024,2607.14,cash
102,102,103,8/23/2022,3960.91,credit_card
103,103,104,7/9/2020,352.74,cash
104,104,105,11/14/2021,1301.41,cash
105,105,106,3/3/2020,4904.87,cash
106,106,107,4/9/2024,958.04,cash
107,107,108,10/4/2025,638.3,credit_card
108,108,109,6/10/2023,2999.25,paypal
109,109,110,3/7/2020,624.47,credit_card
110,110,111,9/19/2025,4618.02,paypal
111,111,112,3/4/2025,283.71,credit_card
112,112,113,7/10/2024,2420.65,paypal
113,113,114,3/16/2025,2417.05,paypal
114,114,115,5/27/2023,816.93,paypal
115,115,116,3/28/2020,3082.64,paypal
116,116,117,6/15/2023,4225.99,credit_card
117,117,118,8/21/2025,4332.8,cash
118,118,119,7/13/2022,2980.41,credit_card
119,119,120,11/18/2020,1920.02,credit_card
120,120,121,11/3/2022,4264.31,credit_card
121,121,122,7/16/2021,2337.28,credit_card
122,122,123,12/10/2023,3815.5,credit_card
123,123,124,7/9/2024,4297.66,credit_card
124,124,125,1/14/2023,428.46,cash
125,125,126,11/21/2024,1051.4,cash
126,126,127,5/16/2025,4133.54,paypal
127,127,128,7/10/2024,4137.61,credit_card
128,128,129,3/15/2024,1100.52,paypal
129,129,130,6/14/2021,2095.93,credit_card
130,130,131,8/27/2025,2333.86,paypal
131,131,132,5/19/2021,2419.28,cash
132,132,133,9/9/2025,2284.44,cash
133,133,134,7/30/2022,4833.17,paypal
134,134,135,10/23/2024,4324.46,cash
135,135,136,3/24/2020,1207.32,credit_card
136,136,137,4/14/2020,4673.0,cash
137,137,138,9/5/2021,4129.71,paypal
138,138,139,4/24/2021,4868.59,credit_card
139,139,140,6/14/2022,1623.8,credit_card
140,140,141,6/16/2021,4597.71,paypal
141,141,142,3/9/2021,4680.93,paypal
142,142,143,6/24/2024,3250.94,credit_card
143,143,144,10/30/2024,597.94,paypal
144,144,145,2/13/2022,645.53,paypal
145,145,146,8/1/2023,2855.44,paypal
146,146,147,4/1/2023,1043.08,cash
147,147,148,3/4/2022,1793.84,credit_card
148,148,149,6/19/2020,541.28,cash
149,149,150,12/11/2025,261.79,credit_card
150,150,151,10/4/2022,2280.83,paypal
151,151,152,7/4/2024,159.33,cash
152,152,153,11/1/2025,4789.35,credit_card
153,153,154,11/8/2021,4128.89,credit_card
154,154,155,7/24/2025,1692.42,paypal
155,155,156,3/24/2020,2432.03,credit_card
156,156,157,5/30/2025,113.48,cash
157,157,158,5/13/2023,4488.8,paypal
158,158,159,4/26/2020,1929.91,cash
159,159,160,11/30/2025,1171.34,credit_card
160,160,161,11/22/2025,3098.02,cash
161,161,162,4/7/2021,2068.64,cash
162,162,163,4/3/2020,4713.78,paypal
163,163,164,6/11/2021,1984.22,credit_card
164,164,165,8/16/2024,2319.57,paypal
165,165,166,2/2/2023,3753.8,paypal
166,166,167,4/19/2020,4970.2,cash
167,167,168,9/8/2020,2201.51,paypal
168,168,169,5/27/2024,3172.07,cash
169,169,170,5/8/2025,4191.98,paypal
170,170,171,10/10/2022,4325.85,paypal
171,171,172,12/12/2023,344.1,paypal
172,172,173,10/4/2024,1879.0,credit_card
173,173,174,2/4/2022,4378.67,cash
174,174,175,10/23/2022,402.04,credit_card
175,175,176,10/11/2021,4509.96,cash
176,176,177,3/13/2020,1975.11,credit_card
177,177,178,6/4/2020,1537.4,cash
178,178,179,4/16/2020,2345.85,paypal
179,179,180,11/26/2020,1151.46,cash
180,180,181,5/17/2023,147.61,paypal
181,181,182,6/10/2020,1475.82,cash
182,182,183,6/19/2025,3220.46,cash
183,183,184,4/7/2021,3337.66,cash
184,184,185,12/22/2020,2203.31,paypal
185,185,186,11/22/2024,3759.07,cash
186,186,187,7/6/2024,3174.9,cash
187,187,188,3/8/2020,37.99,paypal
188,188,189,7/22/2020,4895.67,paypal
189,189,190,5/10/2021,4860.13,credit_card
190,190,191,8/23/2025,207.98,credit_card
191,191,192,4/15/2020,3943.37,paypal
192,192,193,1/14/2022,4996.56,cash
193,193,194,10/7/2021,1393.21,cash
194,194,195,1/30/2024,210.3,cash
195,195,196,9/26/2020,1797.69,credit_card
196,196,197,10/22/2023,28.58,paypal
197,197,198,4/27/2020,4217.07,cash
198,198,199,11/1/2025,2107.46,paypal
199,199,200,1/12/2022,1275.71,paypal
200,200,201,11/19/2020,3353.58,paypal
201,201,202,11/11/2025,1559.69,credit_card
202,202,203,7/30/2021,747.9,credit_card
203,203,204,7/3/2024,1927.31,cash
204,204,205,11/26/2025,2590.62,cash
205,205,206,4/21/2020,2718.63,paypal
206,206,207,9/5/2020,3903.51,cash
207,207,208,4/6/2021,673.38,paypal
208,208,209,12/19/2025,2897.39,credit_card
209,209,210,2/19/2023,2589.65,paypal
210,210,211,10/3/2022,4849.74,cash
211,211,212,10/9/2023,3970.91,cash
212,212,213,11/27/2021,1737.13,cash
213,213,214,12/15/2023,876.37,credit_card
214,214,215,12/3/2021,426.6,paypal
215,215,216,6/3/2025,2420.2,credit_card
216,216,217,3/5/2023,3792.08,credit_card
217,217,218,9/7/2022,1593.29,cash
218,218,219,5/11/2022,3613.34,credit_card
219,219,220,12/4/2025,4732.09,paypal
220,220,221,6/4/2022,3605.7,cash
221,221,222,6/24/2022,1262.1,paypal
222,222,223,9/10/2023,3408.77,credit_card
223,223,224,1/6/2020,206.68,paypal
224,224,225,1/4/2023,4342.9,paypal
225,225,226,9/16/2025,561.07,credit_card
226,226,227,12/2/2024,1383.1,paypal
227,227,228,4/26/2021,4057.06,paypal
228,228,229,3/30/2023,1428.3,credit_card
229,229,230,10/20/2024,1075.74,paypal
230,230,231,7/30/2025,4.9,cash
231,231,232,11/10/2021,142.83,credit_card
232,232,233,5/26/2023,3751.87,credit_card
233,233,234,4/4/2024,2682.44,paypal
234,234,235,4/13/2020,2501.2,cash
235,235,236,5/1/2025,2736.22,credit_card
236,236,237,12/30/2021,718.03,cash
237,237,238,11/1/2025,1730.83,paypal
238,238,239,12/14/2024,35.85,cash
239,239,240,4/2/2021,1586.05,credit_card
240,240,241,2/22/2022,3607.36,paypal
241,241,242,6/28/2024,1970.5,credit_card
242,242,243,9/14/2020,4199.88,cash
243,243,244,10/29/2024,4615.07,paypal
244,244,245,4/20/2025,4351.04,paypal
245,245,246,1/8/2023,509.82,credit_card
246,246,247,3/5/2022,3653.5,paypal
247,247,248,3/19/2023,1782.77,cash
248,248,249,8/6/2024,1586.02,credit_card
249,249,250,4/15/2025,47.67,paypal
250,250,251,7/24/2022,1581.11,paypal
251,251,252,12/9/2023,568.43,credit_card
252,252,253,2/5/2024,4146.74,credit_card
253,253,254,9/28/2023,4413.82,paypal
254,254,255,4/24/2023,1381.59,credit_card
255,255,256,12/17/2025,3480.6,cash
256,256,257,5/16/2024,3574.96,credit_card
257,257,258,6/17/2025,509.94,paypal
258,258,259,2/6/2025,1272.72,paypal
259,259,260,4/14/2021,3072.33,credit_card
260,260,261,1/6/2020,787.82,credit_card
261,261,262,2/28/2022,2091.15,paypal
262,262,263,8/22/2024,1725.59,credit_card
263,263,264,4/30/2023,2435.87,cash
264,264,265,2/4/2022,2038.1,credit_card
265,265,266,1/31/2021,1511.77,paypal
266,266,267,9/5/2021,2308.99,paypal
267,267,268,12/27/2024,1518.13,cash
268,268,269,5/16/2025,3785.64,credit_card
269,269,270,2/21/2022,3009.91,paypal
270,270,271,11/10/2025,1341.7,credit_card
271,271,272,1/13/2024,4450.77,cash
272,272,273,8/13/2023,4216.58,paypal
273,273,274,12/8/2022,3644.99,credit_card
274,274,275,3/15/2024,722.93,paypal
275,275,276,3/24/2021,789.22,cash
276,276,277,9/12/2022,3369.53,cash
277,277,278,9/1/2021,1404.96,cash
278,278,279,2/4/2023,1682.82,credit_card
279,279,280,4/27/2021,3907.99,credit_card
280,280,281,1/7/2021,4729.67,credit_card
281,281,282,3/23/2025,3617.05,credit_card
282,282,283,10/19/2023,3460.3,cash
283,283,284,3/27/2021,4977.79,cash
284,284,285,12/26/2020,766.85,credit_card
285,285,286,2/25/2025,4874.91,cash
286,286,287,6/24/2024,2674.52,credit_card
287,287,288,6/15/2025,4305.42,credit_card
288,288,289,3/30/2020,4580.99,paypal
289,289,290,8/22/2023,2809.34,cash
290,290,291,1/9/2021,1168.26,cash
291,291,292,1/31/2024,4714.91,paypal
292,292,293,1/23/2021,1120.12,cash
293,293,294,4/1/2020,820.1,paypal
294,294,295,4/15/2024,677.43,paypal
295,295,296,11/24/2021,2628.73,credit_card
296,296,297,5/6/2022,3552.54,cash
297,297,298,7/22/2023,805.91,credit_card
298,298,299,4/28/2020,3845.57,cash
299,299,300,10/21/2025,1339.56,credit_card
300,300,301,7/5/2020,4056.71,paypal
301,301,302,4/7/2025,921.53,credit_card
302,302,303,1/23/2025,255.55,credit_card
303,303,304,6/12/2021,962.32,paypal
304,304,305,4/15/2023,280.78,cash
305,305,306,3/26/2021,3295.38,cash
306,306,307,10/10/2020,2034.34,paypal
307,307,308,8/22/2020,4443.27,cash
308,308,309,5/22/2021,4986.57,cash
309,309,310,5/5/2022,4165.9,credit_card
310,310,311,8/25/2025,3761.87,cash
311,311,312,2/5/2022,2743.63,credit_card
312,312,313,10/9/2025,3229.43,cash
313,313,314,10/9/2020,3454.82,paypal
314,314,315,1/25/2023,549.61,cash
315,315,316,6/20/2025,1332.33,credit_card
316,316,317,6/26/2023,2449.18,cash
317,317,318,10/14/2024,1227.41,cash
318,318,319,7/4/2021,4199.7,cash
319,319,320,7/8/2021,360.4,cash
320,320,321,8/30/2025,3946.48,paypal
321,321,322,3/2/2021,2172.35,paypal
322,322,323,6/12/2020,883.64,credit_card
323,323,324,9/23/2025,865.63,credit_card
324,324,325,6/11/2024,4517.06,cash
325,325,326,3/18/2024,4003.41,paypal
326,326,327,10/28/2023,1423.46,credit_card
327,327,328,6/5/2021,4812.24,credit_card
328,328,329,11/24/2025,4434.94,cash
329,329,330,5/16/2022,1405.31,cash
330,330,331,8/25/2020,174.71,cash
331,331,332,5/7/2021,3536.1,cash
332,332,333,8/7/2022,4399.87,cash
333,333,334,11/7/2020,4816.59,cash
334,334,335,1/26/2022,2665.4,credit_card
335,335,336,3/25/2020,4816.02,credit_card
336,336,337,4/2/2025,681.46,cash
337,337,338,12/19/2021,3317.69,paypal
338,338,339,10/2/2021,1206.03,credit_card
339,339,340,12/16/2021,4225.99,paypal
340,340,341,8/30/2020,5.62,paypal
341,341,342,9/7/2022,2515.04,credit_card
342,342,343,4/13/2025,3431.57,paypal
343,343,344,3/24/2024,3680.74,credit_card
344,344,345,11/21/2020,3874.0,cash
345,345,346,11/29/2024,3744.04,credit_card
346,346,347,10/5/2020,4253.41,cash
347,347,348,5/18/2023,4033.36,cash
348,348,349,3/12/2020,1446.63,cash
349,349,350,12/6/2020,560.76,paypal
350,350,351,5/31/2024,4854.13,paypal
351,351,352,2/11/2023,2054.42,paypal
352,352,353,11/9/2023,1078.47,paypal
353,353,354,4/10/2023,3044.54,paypal
354,354,355,11/9/2020,3107.37,paypal
355,355,356,6/21/2024,1188.66,credit_card
356,356,357,9/16/2020,4503.35,cash
357,357,358,5/21/2025,809.98,paypal
358,358,359,10/3/2021,823.75,paypal
359,359,360,5/9/2024,3084.76,credit_card
360,360,361,5/13/2023,4976.21,paypal
361,361,362,9/26/2023,3875.39,cash
362,362,363,6/22/2021,1611.84,paypal
363,363,364,3/6/2020,2312.81,paypal
364,364,365,7/19/2024,4659.76,credit_card
365,365,366,2/8/2024,720.35,credit_card
366,366,367,6/2/2023,3405.47,credit_card
367,367,368,2/21/2024,3806.76,cash
368,368,369,10/20/2021,3661.93,credit_card
369,369,370,6/17/2023,4882.19,credit_card
370,370,371,3/2/2025,2310.94,credit_card
371,371,372,12/25/2022,39.51,paypal
372,372,373,4/19/2021,814.25,paypal
373,373,374,1/7/2020,3370.22,credit_card
374,374,375,1/19/2025,3034.52,paypal
375,375,376,8/12/2022,2234.53,cash
376,376,377,7/3/2024,3719.33,credit_card
377,377,378,6/12/2024,2358.53,credit_card
378,378,379,11/7/2020,2879.01,credit_card
379,379,380,12/1/2021,2182.32,credit_card
380,380,381,9/5/2023,645.21,paypal
381,381,382,11/11/2020,1012.51,credit_card
382,382,383,10/7/2022,4444.76,paypal
383,383,384,12/30/2025,4129.69,cash
384,384,385,12/27/2022,3601.33,cash
385,385,386,6/20/2021,928.28,cash
386,386,387,9/24/2025,2458.44,cash
387,387,388,12/10/2025,3627.53,cash
388,388,389,10/1/2020,1318.41,paypal
389,389,390,7/13/2020,3691.48,cash
390,390,391,6/28/2020,1880.12,paypal
391,391,392,10/10/2022,2298.69,paypal
392,392,393,4/23/2021,4900.17,paypal
393,393,394,10/1/2021,458.12,credit_card
394,394,395,10/14/2022,3099.93,paypal
395,395,396,6/10/2021,988.59,credit_card
396,396,397,6/10/2023,2507.97,paypal
397,397,398,3/2/2021,4673.32,credit_card
398,398,399,9/17/2025,1391.69,cash
399,399,400,11/3/2020,1215.92,paypal
400,400,401,5/24/2024,2656.62,credit_card
401,401,402,12/12/2022,3413.68,paypal
402,402,403,7/29/2024,2352.88,cash
403,403,404,6/7/2020,1644.59,cash
404,404,405,8/24/2021,3299.83,cash
405,405,406,9/29/2021,1353.91,credit_card
406,406,407,6/16/2025,3073.62,paypal
407,407,408,12/24/2020,1015.13,cash
408,408,409,2/15/2024,1844.62,paypal
409,409,410,7/30/2024,240.52,cash
410,410,411,9/20/2023,3127.45,credit_card
411,411,412,3/7/2025,2046.9,credit_card
412,412,413,2/29/2024,2997.87,credit_card
413,413,414,12/4/2023,3493.36,cash
414,414,415,2/7/2020,1647.63,paypal
415,415,416,2/25/2023,1559.44,paypal
416,416,417,5/9/2022,1567.81,paypal
417,417,418,2/10/2024,2058.77,paypal
418,418,419,9/9/2020,2631.02,cash
419,419,420,8/3/2022,2140.36,cash
420,420,421,9/14/2022,4449.76,credit_card
421,421,422,3/13/2023,1577.6,credit_card
422,422,423,12/16/2025,2317.95,cash
423,423,424,9/21/2024,51.2,paypal
424,424,425,5/16/2020,1494.31,paypal
425,425,426,4/6/2020,925.87,cash
426,426,427,9/8/2023,2442.92,paypal
427,427,428,1/16/2022,2164.57,paypal
428,428,429,3/2/2021,908.53,paypal
429,429,430,7/6/2022,2189.35,cash
430,430,431,4/7/2022,2119.7,credit_card
431,431,432,11/7/2025,3984.02,cash
432,432,433,10/6/2023,3845.18,paypal
433,433,434,1/6/2024,3690.31,cash
434,434,435,10/20/2022,1379.98,cash
435,435,436,10/8/2020,2753.43,credit_card
436,436,437,8/7/2025,3882.14,cash
437,437,438,8/9/2023,1704.9,cash
438,438,439,4/28/2024,4690.84,credit_card
439,439,440,3/25/2021,2367.24,paypal
440,440,441,1/25/2025,2478.44,credit_card
441,441,442,9/21/2021,2759.49,paypal
442,442,443,3/9/2022,969.78,credit_card
443,443,444,1/25/2023,3537.92,cash
444,444,445,10/10/2022,1072.51,paypal
445,445,446,2/28/2020,646.29,credit_card
446,446,447,9/3/2024,2617.77,credit_card
447,447,448,9/2/2023,4922.26,paypal
448,448,449,8/30/2025,2131.57,paypal
449,449,450,7/28/2020,663.96,cash
450,450,451,2/27/2025,498.8,paypal
451,451,452,1/1/2021,4617.44,credit_card
452,452,453,5/12/2020,1520.56,paypal
453,453,454,4/12/2021,4031.78,paypal
454,454,455,1/23/2021,3636.99,credit_card
455,455,456,5/24/2022,4566.37,paypal
456,456,457,10/6/2022,1152.95,credit_card
457,457,458,8/8/2021,3244.75,credit_card
458,458,459,3/9/2021,1410.12,credit_card
459,459,460,5/30/2024,3663.95,credit_card
460,460,461,7/21/2025,186.34,credit_card
461,461,462,11/9/2022,4343.51,paypal
462,462,463,9/16/2025,821.91,cash
463,463,464,7/14/2022,1167.46,cash
464,464,465,9/5/2020,2963.78,cash
465,465,466,8/16/2024,112.66,cash
466,466,467,9/24/2022,957.88,cash
467,467,468,11/29/2021,1337.77,paypal
468,468,469,7/10/2023,1772.03,credit_card
469,469,470,11/5/2020,2475.81,cash
470,470,471,10/31/2020,492.89,cash
471,471,472,10/2/2022,2623.56,paypal
472,472,473,1/18/2023,3518.38,paypal
473,473,474,4/10/2021,1346.41,cash
474,474,475,2/10/2022,4120.64,paypal
475,475,476,6/20/2020,620.03,credit_card
476,476,477,9/27/2022,3986.39,paypal
477,477,478,7/14/2022,3141.2,credit_card
478,478,479,4/12/2023,4935.18,credit_card
479,479,480,3/22/2022,822.73,paypal
480,480,481,6/14/2023,838.1,credit_card
481,481,482,12/6/2022,4615.33,paypal
482,482,483,5/3/2024,3365.07,paypal
483,483,484,11/28/2023,130.43,credit_card
484,484,485,2/27/2021,4277.72,credit_card
485,485,486,6/8/2023,663.8,credit_card
486,486,487,3/7/2020,2299.55,cash
487,487,488,5/21/2022,2447.09,paypal
488,488,489,7/21/2022,2156.05,cash
489,489,490,6/22/2025,4414.9,cash
490,490,491,7/6/2022,4445.37,credit_card
491,491,492,7/15/2023,2415.3,credit_card
492,492,493,12/5/2020,2965.11,cash
493,493,494,10/18/2023,1719.24,cash
494,494,495,1/13/2023,2491.34,cash
495,495,496,4/1/2025,3652.87,cash
496,496,497,12/13/2021,1241.41,cash
497,497,498,11/29/2024,2879.07,paypal
498,498,499,7/22/2021,96.78,credit_card
499,499,500,2/26/2024,2313.98,paypal
500,500,501,12/20/2025,1260.23,cash
501,501,502,4/3/2025,2702.93,credit_card
502,502,503,2/17/2025,1649.43,cash
503,503,504,8/27/2025,4006.13,credit_card
504,504,505,7/17/2021,4564.72,credit_card
505,505,506,12/3/2025,2516.53,cash
506,506,507,8/11/2020,3017.39,paypal
507,507,508,2/10/2024,1944.19,credit_card
508,508,509,5/11/2021,3431.63,credit_card
509,509,510,3/15/2022,3416.42,paypal
510,510,511,3/15/2025,4106.16,paypal
511,511,512,9/10/2021,2947.72,cash
512,512,513,11/16/2023,250.18,paypal
513,513,514,6/28/2022,1184.7,cash
514,514,515,10/1/2021,746.03,cash
515,515,516,9/10/2020,3906.93,cash
516,516,517,7/8/2025,1467.72,credit_card
517,517,518,4/12/2023,253.23,credit_card
518,518,519,5/6/2021,1010.43,cash
519,519,520,11/30/2021,4736.83,paypal
520,520,521,12/7/2024,1958.59,cash
521,521,522,2/7/2020,667.46,credit_card
522,522,523,9/24/2023,1232.17,credit_card
523,523,524,5/31/2022,3507.67,credit_card
524,524,525,1/4/2021,2162.18,paypal
525,525,526,8/22/2022,3129.98,cash
526,526,527,8/26/2020,3778.54,paypal
527,527,528,5/20/2022,951.51,paypal
528,528,529,5/9/2024,1219.24,cash
529,529,530,10/15/2022,3374.52,credit_card
530,530,531,2/19/2025,259.1,cash
531,531,532,4/20/2024,3396.73,paypal
532,532,533,2/2/2021,1963.16,paypal
533,533,534,2/4/2024,2832.22,cash
534,534,535,10/29/2021,3553.79,paypal
535,535,536,3/6/2025,3385.95,cash
536,536,537,6/14/2020,180.2,paypal
537,537,538,10/29/2022,603.75,cash
538,538,539,2/18/2022,1678.57,credit_card
539,539,540,6/8/2020,1244.42,paypal
540,540,541,1/20/2025,3399.32,paypal
541,541,542,7/10/2023,1528.71,credit_card
542,542,543,2/5/2020,3032.99,cash
543,543,544,11/5/2024,4161.95,cash
544,544,545,6/6/2021,4128.8,paypal
545,545,546,6/14/2021,4539.1,cash
546,546,547,7/28/2025,789.61,cash
547,547,548,7/17/2020,4763.23,cash
548,548,549,4/15/2023,1001.77,cash
549,549,550,5/30/2020,2532.27,paypal
550,550,551,11/19/2023,1712.5,paypal
551,551,552,5/1/2021,4105.42,credit_card
552,552,553,5/25/2022,3181.59,credit_card
553,553,554,2/22/2020,4147.38,paypal
554,554,555,6/10/2024,2838.4,paypal
555,555,556,4/29/2022,819.26,paypal
556,556,557,4/13/2022,2936.48,paypal
557,557,558,4/13/2025,4447.8,cash
558,558,559,3/14/2021,4621.3,credit_card
559,559,560,9/29/2020,1195.27,credit_card
560,560,561,5/17/2020,4527.92,credit_card
561,561,562,8/4/2022,612.11,credit_card
562,562,563,10/21/2025,1266.36,paypal
563,563,564,3/23/2025,4374.77,paypal
564,564,565,7/23/2024,3172.21,credit_card
565,565,566,8/15/2024,2932.04,credit_card
566,566,567,6/17/2022,2430.8,paypal
567,567,568,11/2/2022,883.67,credit_card
568,568,569,9/23/2020,4830.34,cash
569,569,570,9/7/2021,761.56,credit_card
570,570,571,3/25/2025,455.41,credit_card
571,571,572,10/26/2020,2032.68,cash
572,572,573,11/24/2022,4159.0,paypal
573,573,574,4/11/2025,3102.71,credit_card
574,574,575,6/6/2022,1579.88,cash
575,575,576,11/27/2023,2252.28,cash
576,576,577,5/15/2022,748.83,paypal
577,577,578,4/15/2024,155.64,paypal
578,578,579,4/12/2023,2240.3,paypal
579,579,580,5/9/2021,4371.98,paypal
580,580,581,11/29/2023,556.21,cash
581,581,582,12/13/2023,761.79,paypal
582,582,583,9/26/2021,462.04,cash
583,583,584,4/13/2021,4918.3,paypal
584,584,585,6/2/2024,685.41,credit_card
585,585,586,7/13/2023,3692.78,cash
586,586,587,8/21/2021,1092.37,cash
587,587,588,5/2/2023,3682.44,paypal
588,588,589,1/11/2025,704.38,cash
589,589,590,8/14/2025,2691.34,cash
590,590,591,7/3/2023,1999.45,cash
591,591,592,1/28/2023,4655.66,cash
592,592,593,2/18/2022,1863.75,paypal
593,593,594,11/20/2025,1441.19,paypal
594,594,595,6/19/2022,3847.98,cash
595,595,596,3/24/2023,3494.13,paypal
596,596,597,3/11/2025,1914.59,cash
597,597,598,2/1/2021,2225.6,paypal
598,598,599,9/14/2022,2769.95,cash
599,599,600,9/25/2025,4585.56,cash
600,600,601,11/1/2023,2592.32,cash
601,601,602,9/25/2020,1608.19,paypal
602,602,603,6/3/2020,3161.08,credit_card
603,603,604,12/24/2023,327.25,cash
604,604,605,1/11/2022,520.06,paypal
605,605,606,10/23/2025,3117.2,cash
606,606,607,11/20/2021,4128.01,paypal
607,607,608,8/24/2025,1257.84,paypal
608,608,609,9/23/2023,1237.58,paypal
609,609,610,9/14/2025,2585.59,cash
610,610,611,10/27/2020,4909.81,credit_card
611,611,612,2/19/2025,2226.01,cash
612,612,613,6/24/2025,2035.99,paypal
613,613,614,8/10/2023,3843.01,paypal
614,614,615,2/9/2020,4335.96,credit_card
615,615,616,2/8/2024,3585.55,credit_card
616,616,617,10/1/2025,4487.83,paypal
617,617,618,2/28/2021,2047.88,credit_card
618,618,619,6/30/2024,2814.14,cash
619,619,620,1/18/2025,1148.15,paypal
620,620,621,8/10/2022,2083.07,cash
621,621,622,2/25/2020,1345.0,cash
622,622,623,11/9/2024,3154.48,paypal
623,623,624,4/22/2020,1819.9,credit_card
624,624,625,10/30/2020,1203.15,paypal
625,625,626,8/8/2025,4615.93,paypal
626,626,627,9/19/2020,2714.78,credit_card
627,627,628,3/31/2020,2115.63,paypal
628,628,629,8/27/2024,2867.52,paypal
629,629,630,9/24/2020,3124.68,paypal
630,630,631,11/23/2020,915.42,paypal
631,631,632,1/3/2023,4715.35,cash
632,632,633,12/16/2021,1587.66,credit_card
633,633,634,1/16/2025,4764.53,cash
634,634,635,7/28/2025,3379.72,credit_card
635,635,636,12/16/2020,1409.52,cash
636,636,637,1/27/2021,1003.72,cash
637,637,638,10/31/2024,4761.04,credit_card
638,638,639,12/18/2022,3878.09,credit_card
639,639,640,12/24/2024,1473.52,cash
640,640,641,3/25/2022,4929.72,paypal
