product_id,sell_id,buyer_id,purchase_date,amount,payment_method
54,54,55,7/6/2025,3210.08,paypal
55,55,56,7/27/2024,1365.31,cash
56,56,57,6/27/2022,107.16,credit_card
57,57,58,8/8/2023,72.79,credit_card
58,58,59,10/27/2021,3290.14,credit_card
59,59,60,2/19/2024,1126.98,cash
60,60,61,8/30/2020,905.26,paypal
61,61,62,11/13/2025,4091.52,cash
62,62,63,11/29/2025,4297.76,credit_card
63,63,64,8/26/2024,4161.11,paypal
64,64,65,6/2/2024,1121.75,credit_card
65,65,66,10/4/2020,2275.19,paypal
66,66,67,7/25/2023,4714.64,credit_card
67,67,68,7/27/2022,90.7,paypal
68,68,69,7/19/2023,3317.2,paypal
69,69,70,4/21/2022,2041.11,credit_card
70,70,71,11/23/2022,3677.39,credit_card
71,71,72,3/12/2024,2525.35,credit_card
72,72,73,10/1/2024,252.3,cash
73,73,74,1/4/2021,3990.38,credit_card
74,74,75,2/2/2020,942.5,credit_card
75,75,76,9/28/2021,4115.26,credit_card
76,76,77,8/27/2020,4880.42,cash
77,77,78,8/6/2022,3722.42,paypal
78,78,79,2/25/2020,746.03,credit_card
79,79,80,6/4/2022,49.1,paypal
80,80,81,10/17/2021,3216.04,credit_card
81,81,82,2/17/2022,4988.2,cash
82,82,83,8/15/2024,3504.83,cash
83,83,84,8/9/2025,248.59,cash
84,84,85,12/23/2025,2232.08,credit_card
85,85,86,5/5/2021,4583.15,paypal
86,86,87,3/14/2023,3191.85,paypal
87,87,88,1/23/2021,2768.26,paypal
88,88,89,5/9/2024,3069.35,paypal
89,89,90,12/24/2023,4000.23,paypal
90,90,91,2/7/2023,3593.62,paypal
91,91,92,7/22/2022,3418.64,paypal
92,92,93,4/30/2021,551.83,cash
93,93,94,1/30/2025,1556.53,cash
94,94,95,10/21/2024,2400.81,paypal
95,95,96,8/31/2021,3783.65,paypal
96,96,97,1/27/2020,1883.31,cash
97,97,98,12/28/2022,2100.57,credit_card
98,98,99,7/20/2022,310.02,cash
99,99,100,2/8/2023,1967.17,credit_card
100,100,1,2/26/2024,607.83,paypal
101,101,102,9/26/2020,3100.46,credit_card
102,102,103,10/1/2023,1684.54,paypal
103,103,104,2/3/2025,1455.61,cash
104,104,105,7/8/2023,2396.16,paypal
105,105,106,2/14/2022,4399.46,paypal
106,106,107,9/27/2022,517.88,credit_card
107,107,108,12/29/2020,2741.05,cash
108,108,109,3/3/2022,3123.21,credit_card
109,109,110,8/30/2021,4209.44,cash
110,110,111,6/14/2025,2390.49,cash
111,111,112,5/30/2020,739.68,cash
112,112,113,5/8/2023,2795.03,paypal
113,113,114,3/8/2024,4331.73,paypal
114,114,115,8/18/2022,2014.46,credit_card
115,115,116,1/23/2025,3674.8,credit_card
116,116,117,11/1/2023,3952.1,cash
117,117,118,11/7/2023,593.5,credit_card
118,118,119,3/13/2020,122.92,paypal
119,119,120,9/10/2025,1977.29,credit_card
120,120,121,2/25/2025,2120.48,cash
121,121,122,9/4/2025,2890.96,credit_card
122,122,123,11/6/2021,575.48,cash
123,123,124,7/2/2022,3193.12,credit_card
124,124,125,10/31/2025,116.6,credit_card
125,125,126,6/27/2023,1427.65,paypal
126,126,127,3/31/2020,4050.96,credit_card
127,127,128,5/7/2024,3891.96,cash
128,128,129,8/20/2021,2859.74,credit_card
129,129,130,11/1/2023,266.42,paypal
130,130,131,9/18/2023,3939.95,credit_card
131,131,132,3/22/2022,1666.75,paypal
132,132,133,9/25/2023,3088.49,credit_card
133,133,134,8/13/2024,3558.18,paypal
134,134,135,7/3/2021,4445.84,cash
135,135,136,11/14/2021,3934.33,paypal
136,136,137,5/3/2025,17.26,credit_card
137,137,138,1/9/2020,2032.07,paypal
138,138,139,6/11/2020,3263.3,credit_card
139,139,140,7/19/2021,2028.43,cash
140,140,141,1/22/2021,3102.89,credit_card
141,141,142,3/5/2021,2891.52,paypal
142,142,143,4/14/2022,677.74,paypal
143,143,144,12/2/2023,110.68,paypal
144,144,145,8/17/2022,2974.48,paypal
145,145,146,8/14/2020,3797.26,paypal
146,146,147,1/10/2020,4442.67,cash
147,147,148,2/26/2021,1961.53,paypal
148,148,149,1/14/2020,4803.63,credit_card
149,149,150,3/27/2022,384.01,credit_card
150,150,151,3/21/2025,1118.69,paypal
151,151,152,5/18/2020,887.34,cash
152,152,153,1/25/2021,4924.32,cash
153,153,154,5/14/2025,3283.19,cash
154,154,155,2/28/2021,488.72,cash
155,155,156,12/5/2024,1089.06,paypal
156,156,157,12/31/2020,1509.12,credit_card
157,157,158,9/30/2025,384.71,cash
158,158,159,5/18/2023,533.1,cash
159,159,160,3/1/2022,360.15,cash
160,160,161,12/24/2025,4964.81,paypal
161,161,162,6/1/2021,306.39,paypal
162,162,163,7/31/2024,1739.54,cash
163,163,164,1/4/2025,737.92,paypal
164,164,165,8/5/2024,3556.9,paypal
165,165,166,1/8/2020,217.85,cash
166,166,167,10/31/2022,2621.5,credit_card
167,167,168,12/4/2022,3920.77,cash
168,168,169,11/12/2023,4503.67,cash
169,169,170,3/1/2025,3067.48,cash
170,170,171,8/17/2022,288.49,cash
171,171,172,5/31/2025,1145.74,credit_card
172,172,173,8/22/2020,3252.25,credit_card
173,173,174,3/30/2020,3356.65,paypal
174,174,175,6/22/2023,549.59,paypal
175,175,176,11/20/2021,148.59,paypal
176,176,177,3/9/2020,3404.87,credit_card
177,177,178,9/19/2020,2172.85,paypal
178,178,179,7/30/2023,1814.83,credit_card
179,179,180,10/28/2025,513.61,cash
180,180,181,5/14/2024,827.19,credit_card
181,181,182,7/3/2020,186.15,credit_card
182,182,183,11/21/2020,3440.85,credit_card
183,183,184,5/5/2021,1537.8,cash
184,184,185,1/18/2024,2703.76,cash
185,185,186,11/12/2024,8.56,cash
186,186,187,12/11/2025,3401.14,paypal
187,187,188,1/3/2022,4395.44,paypal
188,188,189,4/27/2021,865.1,credit_card
189,189,190,6/20/2022,3482.28,paypal
190,190,191,1/3/2021,1648.85,paypal
191,191,192,2/9/2023,3387.88,credit_card
192,192,193,6/7/2020,533.86,cash
193,193,194,1/28/2022,27.75,paypal
194,194,195,9/9/2020,1206.26,cash
195,195,196,3/31/2020,622.37,cash
196,196,197,9/11/2024,1068.09,cash
197,197,198,4/12/2022,882.56,credit_card
198,198,199,12/17/2025,295.55,paypal
199,199,200,5/12/2021,1899.03,paypal
200,200,201,6/19/2025,3248.72,cash
201,201,202,10/2/2021,4756.86,paypal
202,202,203,3/16/2021,1876.23,paypal
203,203,204,3/31/2021,1505.18,paypal
204,204,205,1/22/2022,2638.37,credit_card
205,205,206,8/19/2022,2178.79,credit_card
206,206,207,7/25/2025,3859.25,cash
207,207,208,9/4/2020,948.2,paypal
208,208,209,6/15/2025,1119.91,credit_card
209,209,210,11/24/2024,703.76,credit_card
210,210,211,12/24/2025,337.96,paypal
211,211,212,4/14/2024,3465.36,paypal
212,212,213,6/4/2024,92.35,credit_card
213,213,214,11/25/2025,4596.79,cash
214,214,215,8/12/2024,439.56,cash
215,215,216,2/1/2020,2928.15,credit_card
216,216,217,4/22/2024,3241.39,paypal
217,217,218,4/9/2022,4503.07,credit_card
218,218,219,12/13/2020,357.05,cash
219,219,220,2/24/2020,3105.92,paypal
220,220,221,12/24/2020,1387.9,cash
221,221,222,1/25/2024,566.12,paypal
222,222,223,5/20/2022,1748.27,paypal
223,223,224,12/2/2024,221.67,cash
224,224,225,5/4/2024,4072.26,credit_card
225,225,226,12/15/2024,3293.28,cash
226,226,227,1/18/2023,4222.54,credit_card
227,227,228,9/3/2021,407.85,credit_card
228,228,229,8/23/2023,3756.05,cash
229,229,230,6/20/2022,2615.57,cash
230,230,231,1/31/2020,1582.6,cash
231,231,232,10/22/2022,774.58,credit_card
232,232,233,3/22/2021,1502.18,credit_card
233,233,234,4/27/2024,3467.12,paypal
234,234,235,3/19/2021,2334.16,credit_card
235,235,236,4/23/2022,1721.84,cash
236,236,237,5/30/2022,3185.42,credit_card
237,237,238,3/6/2023,1276.93,paypal
238,238,239,9/21/2024,4968.05,credit_card
239,239,240,10/31/2022,3095.47,paypal
240,240,241,7/23/2024,4261.44,cash
241,241,242,11/1/2024,4042.9,cash
242,242,243,1/18/2021,935.89,credit_card
243,243,244,2/1/2024,1690.75,credit_card
244,244,245,8/19/2023,854.99,paypal
245,245,246,4/15/2022,3735.94,paypal
246,246,247,11/23/2020,196.97,credit_card
247,247,248,8/31/2022,3226.55,credit_card
248,248,249,1/16/2023,2676.82,paypal
249,249,250,5/24/2024,1661.0,cash
250,250,251,8/23/2021,1808.34,paypal
251,251,252,6/12/2023,1016.77,paypal
252,252,253,5/18/2021,2631.75,cash
253,253,254,5/29/2021,719.05,paypal
254,254,255,3/18/2025,2606.21,credit_card
255,255,256,6/28/2022,3746.3,credit_card
256,256,257,4/3/2021,2201.48,credit_card
257,257,258,4/19/2025,1393.53,paypal
258,258,259,6/15/2020,385.81,cash
259,259,260,8/30/2020,3427.51,credit_card
260,260,261,4/9/2021,2447.42,cash
261,261,262,2/16/2020,1690.15,credit_card
262,262,263,4/9/2024,865.75,credit_card
263,263,264,7/16/2020,756.35,cash
264,264,265,12/21/2023,4340.76,credit_card
265,265,266,8/30/2023,4526.22,cash
266,266,267,4/27/2021,3157.09,paypal
267,267,268,1/2/2023,1141.97,cash
268,268,269,12/28/2023,1433.61,cash
269,269,270,5/20/2024,1373.52,paypal
270,270,271,11/11/2020,719.44,paypal
271,271,272,11/14/2025,2884.1,cash
272,272,273,12/25/2020,4468.18,paypal
273,273,274,9/1/2024,4237.08,cash
274,274,275,4/8/2020,4702.97,paypal
275,275,276,7/13/2022,200.9,paypal
276,276,277,4/27/2024,3069.99,cash
277,277,278,6/20/2023,4398.68,paypal
278,278,279,4/25/2023,4060.96,credit_card
279,279,280,5/14/2020,1075.55,paypal
280,280,281,8/1/2023,28.92,cash
281,281,282,10/17/2022,4688.64,credit_card
282,282,283,12/10/2021,1261.58,cash
283,283,284,2/7/2023,4424.71,cash
284,284,285,6/10/2025,2906.59,credit_card
285,285,286,5/15/2022,4312.91,cash
286,286,287,10/31/2025,1094.2,paypal
287,287,288,9/29/2024,4977.33,paypal
288,288,289,12/30/2020,3236.92,cash
289,289,290,1/7/2021,1870.63,cash
290,290,291,8/26/2021,4246.51,cash
291,291,292,1/30/2024,3449.41,cash
292,292,293,8/3/2022,4252.34,paypal
293,293,294,5/2/2023,2970.16,paypal
294,294,295,5/14/2024,3339.57,credit_card
295,295,296,5/19/2023,4314.5,paypal
296,296,297,12/2/2020,591.08,credit_card
297,297,298,5/10/2023,714.0,paypal
298,298,299,11/7/2024,3340.41,paypal
299,299,300,10/16/2021,1448.05,cash
300,300,301,11/23/2024,3730.63,credit_card
301,301,302,12/25/2024,1989.77,paypal
302,302,303,5/13/2024,4358.99,cash
303,303,304,1/31/2025,1991.61,cash
304,304,305,1/4/2020,3411.57,credit_card
305,305,306,6/12/2022,3710.53,credit_card
306,306,307,8/21/2020,3827.3,cash
307,307,308,1/20/2021,1363.57,cash
308,308,309,8/23/2025,589.08,credit_card
309,309,310,5/14/2024,2324.17,credit_card
310,310,311,3/25/2021,888.9,cash
311,311,312,1/2/2020,2734.13,cash
312,312,313,2/17/2022,53.39,credit_card
313,313,314,1/12/2023,3773.7,paypal
314,314,315,7/8/2022,3873.22,paypal
315,315,316,5/30/2024,4021.85,credit_card
316,316,317,4/22/2020,3256.19,credit_card
317,317,318,6/29/2023,2342.82,credit_card
318,318,319,8/1/2025,510.65,cash
319,319,320,8/2/2025,801.01,cash
320,320,321,11/25/2020,4684.8,paypal
321,321,322,7/18/2023,2550.93,credit_card
322,322,323,10/9/2020,3325.19,credit_card
323,323,324,2/17/2021,32.02,paypal
324,324,325,6/17/2020,3743.52,paypal
325,325,326,6/21/2023,738.84,paypal
326,326,327,2/17/2021,3614.73,credit_card
327,327,328,5/16/2025,4354.49,credit_card
328,328,329,1/23/2025,4316.49,cash
329,329,330,8/8/2025,4527.78,credit_card
330,330,331,11/15/2024,3335.98,cash
331,331,332,9/2/2022,1761.32,cash
332,332,333,12/14/2025,2192.57,cash
333,333,334,2/9/2022,392.82,cash
334,334,335,3/22/2022,3102.43,cash
335,335,336,8/29/2025,4036.54,paypal
336,336,337,2/9/2022,2705.63,cash
337,337,338,3/7/2022,3761.21,paypal
338,338,339,9/28/2025,3089.46,cash
339,339,340,3/25/2021,4309.18,paypal
340,340,341,4/11/2022,4598.08,paypal
341,341,342,6/29/2025,1473.9,cash
342,342,343,12/14/2025,1082.74,cash
343,343,344,2/25/2020,376.34,paypal
344,344,345,5/11/2021,1550.43,cash
345,345,346,11/30/2020,2055.92,credit_card
346,346,347,9/20/2023,964.38,cash
347,347,348,4/13/2022,3173.09,cash
348,348,349,2/12/2022,3989.31,paypal
349,349,350,6/22/2023,1095.75,cash
350,350,351,9/27/2020,3545.58,credit_card
351,351,352,9/21/2024,2946.28,paypal
352,352,353,2/17/2020,4292.64,paypal
353,353,354,9/23/2022,2778.27,credit_card
354,354,355,2/25/2021,3103.33,credit_card
355,355,356,10/30/2024,4710.96,cash
356,356,357,3/26/2024,2652.0,cash
357,357,358,3/7/2025,3078.1,credit_card
358,358,359,6/3/2024,2158.96,credit_card
359,359,360,2/14/2025,2277.71,credit_card
360,360,361,10/8/2024,684.98,paypal
361,361,362,2/12/2022,1100.48,paypal
362,362,363,10/8/2025,210.59,paypal
363,363,364,11/14/2023,77.09,credit_card
364,364,365,8/27/2023,514.39,paypal
365,365,366,11/2/2025,4602.85,credit_card
366,366,367,2/1/2020,1629.81,paypal
367,367,368,5/12/2020,553.86,credit_card
368,368,369,12/18/2021,3187.77,cash
369,369,370,4/23/2021,2808.39,credit_card
370,370,371,6/13/2024,2327.21,credit_card
371,371,372,8/29/2020,2635.16,credit_card
372,372,373,3/13/2023,3772.75,paypal
373,373,374,4/1/2025,4344.92,cash
374,374,375,7/19/2025,3374.37,paypal
375,375,376,10/15/2023,4741.31,cash
376,376,377,5/9/2022,4493.85,credit_card
377,377,378,8/26/2021,1631.15,cash
378,378,379,5/29/2025,1785.21,credit_card
379,379,380,7/3/2024,2312.75,cash
380,380,381,5/26/2022,416.65,credit_card
381,381,382,5/25/2023,3767.33,paypal
382,382,383,3/18/2024,4577.42,credit_card
383,383,384,10/17/2025,3780.02,cash
384,384,385,10/4/2025,4972.62,paypal
385,385,386,8/10/2024,1639.11,credit_card
386,386,387,3/12/2020,4211.42,paypal
387,387,388,3/6/2020,4548.4,cash
388,388,389,3/13/2025,1656.16,cash
389,389,390,4/15/2022,310.75,credit_card
390,390,391,2/28/2020,3572.17,credit_card
391,391,392,11/16/2025,4748.12,cash
392,392,393,6/7/2021,2918.67,paypal
393,393,394,2/27/2022,131.73,credit_card
394,394,395,6/19/2021,954.24,paypal
395,395,396,6/12/2020,1103.7,credit_card
396,396,397,6/29/2020,2842.84,paypal
397,397,398,4/18/2023,1299.08,cash
398,398,399,7/5/2025,4493.1,credit_card
399,399,400,1/30/2024,1532.4,cash
400,400,401,4/4/2025,3677.07,credit_card
401,401,402,10/29/2024,4222.65,credit_card
402,402,403,7/12/2023,903.05,credit_card
403,403,404,5/26/2021,558.63,cash
404,404,405,1/18/2020,2397.72,credit_card
405,405,406,12/2/2023,3263.67,credit_card
406,406,407,4/9/2025,4714.29,credit_card
407,407,408,11/25/2021,459.12,cash
408,408,409,11/12/2022,3917.6,cash
409,409,410,6/4/2024,3165.89,cash
410,410,411,10/21/2025,2336.0,credit_card
411,411,412,12/24/2024,4457.93,credit_card
412,412,413,8/28/2022,2521.91,cash
413,413,414,2/1/2022,3016.75,credit_card
414,414,415,5/3/2025,4062.06,credit_card
415,415,416,4/11/2025,2963.56,cash
416,416,417,6/19/2022,1669.61,credit_card
417,417,418,1/25/2025,1012.87,cash
418,418,419,11/26/2023,4708.57,paypal
419,419,420,2/17/2025,2549.04,cash
420,420,421,1/28/2024,2514.44,paypal
421,421,422,1/10/2021,506.78,credit_card
422,422,423,9/13/2021,3465.76,credit_card
423,423,424,2/22/2025,1042.55,credit_card
424,424,425,9/11/2024,1028.6,cash
425,425,426,11/29/2024,372.94,paypal
426,426,427,11/8/2024,2090.71,paypal
427,427,428,5/24/2020,688.28,credit_card
428,428,429,12/11/2022,4824.0,cash
429,429,430,12/18/2025,625.21,paypal
430,430,431,8/21/2020,484.83,credit_card
431,431,432,9/21/2025,4429.88,credit_card
432,432,433,7/20/2025,7.49,cash
433,433,434,7/27/2021,267.49,credit_card
434,434,435,12/23/2020,2276.85,cash
435,435,436,4/15/2023,175.4,credit_card
436,436,437,8/6/2025,4024.01,credit_card
437,437,438,5/9/2022,3503.52,credit_card
438,438,439,3/28/2024,848.27,cash
439,439,440,3/17/2021,2140.28,credit_card
440,440,441,6/18/2025,1940.99,paypal
441,441,442,7/15/2021,3390.72,paypal
442,442,443,11/21/2024,651.14,paypal
443,443,444,9/21/2024,1162.03,cash
444,444,445,4/26/2021,3340.52,paypal
445,445,446,11/22/2023,2268.71,credit_card
446,446,447,5/7/2024,88.42,cash
447,447,448,7/26/2025,2776.82,cash
448,448,449,1/5/2020,3140.7,paypal
449,449,450,5/8/2024,4340.28,paypal
450,450,451,2/14/2023,4175.79,credit_card
451,451,452,10/14/2024,671.02,cash
452,452,453,6/2/2024,2171.04,cash
453,453,454,8/11/2025,3431.69,paypal
454,454,455,1/22/2020,1157.54,cash
455,455,456,7/31/2024,2873.51,paypal
456,456,457,6/29/2020,1043.8,paypal
457,457,458,6/7/2022,514.05,credit_card
458,458,459,1/14/2023,3622.95,paypal
459,459,460,6/22/2025,4123.56,paypal
460,460,461,11/2/2025,413.41,cash
461,461,462,7/30/2022,2378.8,cash
462,462,463,6/12/2024,3858.4,paypal
463,463,464,10/6/2022,3767.64,credit_card
464,464,465,10/8/2025,2121.79,cash
465,465,466,6/7/2024,4417.0,cash
466,466,467,10/22/2020,4520.55,cash
467,467,468,2/15/2022,2796.02,paypal
468,468,469,1/3/2020,1999.46,paypal
469,469,470,12/19/2024,2953.82,cash
470,470,471,11/11/2020,3620.83,cash
471,471,472,10/9/2022,3685.83,cash
472,472,473,10/29/2021,3407.06,cash
473,473,474,10/24/2024,4029.46,paypal
474,474,475,9/25/2020,542.92,credit_card
475,475,476,2/23/2024,1053.72,credit_card
476,476,477,6/12/2025,4245.83,credit_card
477,477,478,9/8/2024,1678.76,cash
478,478,479,5/25/2025,4342.56,cash
479,479,480,9/7/2024,167.31,cash
480,480,481,8/31/2023,4110.79,paypal
481,481,482,7/26/2023,2565.29,credit_card
482,482,483,4/2/2020,3946.29,cash
483,483,484,7/10/2022,2329.92,paypal
484,484,485,7/28/2020,277.53,cash
485,485,486,12/15/2023,1764.01,paypal
486,486,487,7/21/2021,70.3,cash
487,487,488,2/17/2022,3223.19,credit_card
488,488,489,3/18/2023,3464.45,cash
489,489,490,2/17/2021,1912.07,cash
490,490,491,7/30/2024,2093.03,cash
491,491,492,12/1/2024,539.49,paypal
492,492,493,1/26/2021,2104.81,credit_card
493,493,494,10/26/2021,4318.09,paypal
494,494,495,10/9/2023,3670.1,cash
495,495,496,3/11/2024,4675.59,credit_card
496,496,497,7/17/2024,2198.88,credit_card
497,497,498,4/21/2021,3549.62,paypal
498,498,499,10/29/2025,2174.71,credit_card
499,499,500,7/12/2024,3717.07,credit_card
500,500,501,8/26/2021,2611.31,cash
501,501,502,11/1/2021,671.55,credit_card
502,502,503,12/6/2021,4730.3,credit_card
503,503,504,4/6/2021,1662.65,cash
504,504,505,7/5/2022,3251.81,cash
505,505,506,5/11/2021,3311.55,paypal
506,506,507,11/14/2021,1447.4,paypal
507,507,508,6/7/2020,1127.22,paypal
508,508,509,4/10/2023,27.92,cash
509,509,510,10/9/2023,4420.07,paypal
510,510,511,7/17/2025,2356.5,cash
511,511,512,1/6/2022,522.57,cash
512,512,513,12/4/2021,4781.28,credit_card
513,513,514,9/24/2022,3641.61,cash
514,514,515,6/15/2022,2198.0,paypal
515,515,516,7/3/2025,4321.06,credit_card
516,516,517,5/3/2025,3403.8,cash
517,517,518,8/23/2025,12.24,paypal
518,518,519,1/13/2025,4049.7,credit_card
519,519,520,8/21/2023,3776.37,cash
520,520,521,6/13/2024,2878.95,paypal
521,521,522,7/8/2021,1566.5,cash
522,522,523,7/19/2024,2522.41,credit_card
523,523,524,10/31/2021,3814.34,paypal
524,524,525,12/3/2022,1345.89,credit_card
525,525,526,3/24/2021,4801.05,credit_card
526,526,527,3/4/2023,1763.73,credit_card
527,527,528,5/16/2023,1878.03,paypal
528,528,529,1/4/2022,4395.74,credit_card
529,529,530,12/15/2022,1937.51,credit_card
530,530,531,10/3/2024,3399.87,cash
531,531,532,4/3/2020,3388.07,paypal
532,532,533,2/10/2024,2630.86,cash
533,533,534,11/30/2023,256.88,cash
534,534,535,1/24/2023,380.92,credit_card
535,535,536,7/20/2021,1595.62,cash
536,536,537,11/10/2022,2336.4,credit_card
537,537,538,5/24/2024,1637.84,cash
538,538,539,12/4/2024,2064.81,paypal
539,539,540,8/21/2025,4713.51,cash
540,540,541,2/18/2022,1723.94,cash
541,541,542,11/9/2025,938.93,cash
542,542,543,3/2/2020,2392.7,paypal
543,543,544,2/2/2022,705.39,credit_card
544,544,545,10/7/2025,4521.49,credit_card
545,545,546,9/2/2022,4996.15,cash
546,546,547,5/20/2025,2322.29,paypal
547,547,548,5/27/2025,809.33,credit_card
548,548,549,7/8/2023,2321.7,credit_card
549,549,550,9/30/2024,3595.56,paypal
550,550,551,1/29/2022,855.05,paypal
551,551,552,11/15/2022,1316.46,cash
552,552,553,9/24/2023,181.19,paypal
553,553,554,3/5/2022,4732.02,cash
554,554,555,5/15/2021,3565.56,credit_card
555,555,556,8/17/2021,4138.72,credit_card
556,556,557,3/6/2021,3826.74,paypal
557,557,558,9/18/2025,3175.1,credit_card
558,558,559,6/28/2021,3412.68,credit_card
559,559,560,10/14/2022,4570.15,cash
560,560,561,5/21/2025,4562.5,paypal
561,561,562,1/25/2020,4188.47,paypal
562,562,563,4/27/2020,3105.85,credit_card
563,563,564,9/27/2023,3408.45,paypal
564,564,565,5/25/2023,3704.89,paypal
565,565,566,4/1/2020,1729.15,cash
566,566,567,3/1/2022,700.58,cash
567,567,568,2/2/2023,4916.33,paypal
568,568,569,6/5/2025,3180.31,credit_card
569,569,570,4/11/2024,3977.53,cash
570,570,571,1/17/2022,4387.42,credit_card
571,571,572,4/15/2020,2448.68,cash
572,572,573,11/1/2021,836.3,credit_card
573,573,574,6/9/2020,500.64,paypal
574,574,575,1/17/2020,2988.45,credit_card
575,575,576,1/31/2023,2659.07,paypal
576,576,577,1/24/2020,3327.06,paypal
577,577,578,7/24/2025,3160.45,credit_card
578,578,579,1/27/2020,4133.0,paypal
579,579,580,5/1/2022,994.78,paypal
580,580,581,4/23/2025,2267.74,credit_card
581,581,582,9/17/2025,1861.78,paypal
582,582,583,5/18/2022,4184.51,credit_card
583,583,584,2/21/2025,3190.71,paypal
584,584,585,7/14/2023,3759.17,paypal
585,585,586,5/27/2024,690.54,paypal
586,586,587,7/17/2021,509.6,credit_card
587,587,588,12/26/2021,3046.44,credit_card
588,588,589,1/30/2021,1240.85,cash
589,589,590,2/26/2024,2262.74,cash
590,590,591,8/21/2020,11.97,paypal
591,591,592,7/30/2024,1995.34,paypal
592,592,593,1/28/2021,18.28,paypal
593,593,594,11/17/2025,3269.5,paypal
594,594,595,11/29/2023,2122.85,paypal
595,595,596,8/21/2021,623.66,paypal
596,596,597,8/29/2022,3596.91,paypal
597,597,598,1/17/2025,4784.74,paypal
598,598,599,4/13/2024,4301.38,paypal
599,599,600,11/24/2023,2377.81,credit_card
600,600,601,6/25/2025,1581.11,credit_card
601,601,602,10/12/2022,2867.82,paypal
602,602,603,11/22/2020,2060.39,credit_card
603,603,604,4/9/2020,654.12,credit_card
604,604,605,6/10/2021,167.59,paypal
605,605,606,1/10/2023,1172.25,paypal
606,606,607,6/19/2022,319.69,paypal
607,607,608,7/12/2022,1245.65,paypal
608,608,609,10/26/2025,3654.24,credit_card
609,609,610,12/14/2020,1313.06,paypal
610,610,611,11/8/2024,1499.5,credit_card
611,611,612,5/16/2020,4755.94,credit_card
612,612,613,10/9/2024,140.87,cash
613,613,614,1/23/2025,162.97,paypal
614,614,615,3/25/2025,1296.98,cash
615,615,616,10/23/2021,909.24,paypal
616,616,617,11/22/2024,4097.42,cash
617,617,618,6/29/2021,3435.99,cash
618,618,619,1/11/2021,2670.04,cash
619,619,620,7/20/2023,592.3,cash
620,620,621,6/13/2025,477.53,paypal
621,621,622,2/20/2023,4953.53,cash
622,622,623,12/31/2022,1854.15,credit_card
623,623,624,11/20/2021,4518.2,credit_card
624,624,625,12/24/2023,4426.73,paypal
625,625,626,8/12/2022,3652.91,credit_card
626,626,627,6/13/2025,1537.47,paypal
627,627,628,4/9/2025,2574.86,cash
628,628,629,10/5/2021,3071.51,paypal
629,629,630,9/21/2025,2997.83,credit_card
630,630,631,3/30/2023,4567.75,cash
631,631,632,2/18/2021,720.94,paypal
632,632,633,12/13/2023,4706.18,cash
633,633,634,6/22/2023,3508.79,paypal
634,634,635,3/27/2023,236.08,paypal
635,635,636,2/10/2021,3440.9,credit_card
636,636,637,8/6/2021,3744.34,cash
637,637,638,6/22/2022,4716.34,credit_card
638,638,639,10/9/2025,4330.24,cash
639,639,640,1/27/2020,4417.98,cash
